TimeInSecondsPosix,V1x,V1y,V1Heading,V2x,V2y,V2Heading,V3x,V3y,V3Heading
1600172475.2,-217.860304561293,-218.155122599661,45.1782224526689,-217.826171099094,-211.216701834131,58.9773020754443,-56.4403966000556,0.367109599874806,-130.11626953029
1600172475.3,-217.811963740456,-218.090958458772,45.4125418147676,-217.828441096525,-211.213366471161,59.0214812292583,-56.4376908632268,0.382411458953036,-130.124496944373
1600172475.4,-217.764839557783,-218.027510659686,45.7100745187525,-217.830967668597,-211.209828240598,59.0965079806528,-56.4366767988433,0.393528057708967,-130.148406760276
1600172475.5,-217.718851636667,-217.964784461856,46.06541853215,-217.833739319972,-211.206109420912,59.1975108562524,-56.4317482555986,0.408334398141302,-130.153241629217
1600172475.6,-217.673919609011,-217.902785124812,46.4730807582646,-217.836744556731,-211.202232290649,59.3196173387534,-56.4290509481171,0.420080062756826,-130.170098547094
1600172475.7,-217.629963098209,-217.841517908006,46.9274453792483,-217.839971886371,-211.198219128597,59.4579547116963,-56.4251626379548,0.430391908524342,-130.18449957492
1600172475.8,-217.586901733325,-217.780988070971,47.422750078391,-217.843409814973,-211.194092213145,59.6076509212876,-56.4243043945383,0.444016061326558,-130.201580750535
1600172475.9,-217.544655142009,-217.721200873157,47.9530693971305,-217.84704684578,-211.18987382284,59.7638355376074,-56.4224858025558,0.453312403090521,-130.215643773328
1600172476,-217.503142949072,-217.662161574097,48.5123065154252,-217.850871487709,-211.185586236388,59.9216405457421,-56.423294181788,0.467090879827026,-130.222708426979
1600172476.1,-217.462284784997,-217.603875433321,49.0941936433677,-217.854872245422,-211.181251732181,60.0762006535106,-56.4170249837483,0.483834580253222,-130.223997578216
1600172476.2,-217.422000276015,-217.546347710281,49.6923007123728,-217.859037626416,-211.176892589081,60.2226536982682,-56.4168298792432,0.493905216225731,-130.23252998454
1600172476.3,-217.382209048356,-217.489583664431,50.3000524167718,-217.863356136772,-211.172531085322,60.3561400826036,-56.4165221102142,0.507671879417866,-130.232009642069
1600172476.4,-217.342830731086,-217.433588555379,50.9107526864741,-217.867816281152,-211.168189499766,60.4718016273093,-56.4127587824275,0.52209103599208,-130.226467730725
1600172476.5,-217.303784949015,-217.378367642579,51.5176158662437,-217.872406565636,-211.163890110805,60.5647798109722,-56.4111022781155,0.535610169473597,-130.222829696273
1600172476.6,-217.264991331211,-217.323926185402,52.1138033509807,-217.87711549914,-211.159655196985,60.6322745543831,-56.4049275727193,0.550233429617355,-130.201721836462
1600172476.7,-217.226369505321,-217.27026944346,52.6924641560643,-217.881931583489,-211.155507037014,60.6797243949855,-56.4030801658127,0.564429199790597,-130.176263094452
1600172476.8,-217.187839097575,-217.217402676284,53.2467782397155,-217.886843329018,-211.15146790936,60.7146264115434,-56.399313981918,0.579222231122377,-130.140094185457
1600172476.9,-217.149319737039,-217.165331143326,53.7700008237185,-217.891839238972,-211.147560092651,60.7444789008948,-56.3983480884751,0.592008450625085,-130.106123584311
1600172477,-217.110731048524,-217.114060103958,54.2555063914973,-217.896907820847,-211.143805865433,60.776783721912,-56.397452464647,0.604339593575596,-130.069528474869
1600172477.1,-217.072026308999,-217.063614651454,54.6981797025957,-217.902041606788,-211.140219652761,60.8192664380591,-56.3923477432211,0.62096258039069,-130.022353881237
1600172477.2,-217.03329338987,-217.014099211437,55.098575610232,-217.907249234605,-211.136784466257,60.8805345806499,-56.3917133440731,0.635226368840272,-129.965070199959
1600172477.3,-216.994653806192,-216.965638042002,55.4589770859417,-217.912543369592,-211.133475464767,60.966832424111,-56.3896922889241,0.648734816001294,-129.906374087217
1600172477.4,-216.95622907444,-216.918355401562,55.7819715568164,-217.917936674205,-211.130267806577,61.0740831859583,-56.3878517032087,0.66077359414965,-129.851306920819
1600172477.5,-216.918140712503,-216.872375548451,56.0703624516368,-217.923441816575,-211.127136650294,61.1956305360127,-56.3852058028337,0.672575320847756,-129.800263452287
1600172477.6,-216.880510236855,-216.827822740762,56.3270951742667,-217.929071459156,-211.124057154681,61.3248227551354,-56.3840264755932,0.685510745180097,-129.743409121134
1600172477.7,-216.843459163969,-216.784821236909,56.555198022095,-217.934838264407,-211.121004478025,61.4550168391187,-56.3791770780207,0.700490043113072,-129.68401295178
1600172477.8,-216.807109011736,-216.743495295226,56.7577378720942,-217.940754900456,-211.117953779092,61.5795805274245,-56.3777986939548,0.716329364520108,-129.625995006759
1600172477.9,-216.771581295211,-216.703969173807,56.9377895656516,-217.94683402976,-211.114880216408,61.6934102300643,-56.3777799931131,0.724344333748777,-129.571883768096
1600172478,-216.736997533702,-216.666367131065,57.0984187384225,-217.953088316193,-211.111758948497,61.797479583372,-56.3784457782495,0.738140850115785,-129.510408595668
1600172478.1,-216.703456786223,-216.630784323508,57.2418270887797,-217.959526021765,-211.108573738177,61.894037597425,-56.3749490470083,0.748576983032236,-129.451940827793
1600172478.2,-216.670968311726,-216.597199522495,57.3667063272998,-217.96613779109,-211.10534275852,61.984378457274,-56.3756117760809,0.757878873119129,-129.403231443178
1600172478.3,-216.639518917374,-216.565562408435,57.4706195977612,-217.972909871172,-211.102092783552,62.0695594981217,-56.3733247299266,0.770806142859926,-129.349909172675
1600172478.4,-216.609095413167,-216.535822661973,57.5508413491207,-217.979828504761,-211.098850587461,62.150639311835,-56.3740962421092,0.782011718079956,-129.300405672303
1600172478.5,-216.579684610523,-216.50792996336,57.6043820317897,-217.986879937442,-211.095642944274,62.2286778215493,-56.3731146372364,0.795493418361705,-129.244256737805
