TimeInSecondsPosix,V1x,V1y,V1Heading,V2x,V2y,V2Heading,V3x,V3y,V3Heading
1600173808,-212.833348985544,-192.535642764045,56.0364457010858,-225.415237496439,-226.158257344506,68.8083420711641,-55.1347579620471,19.2182486550886,-120.026422267168
1600173808.1,-212.819588117126,-192.530078889077,55.9442906546268,-225.429261664257,-226.174716519734,68.781039570553,-55.1667454576282,19.1709705294185,-119.847184693867
1600173808.2,-212.806148528234,-192.524251305718,55.8542259469125,-225.443640878624,-226.191265348078,68.7415780813413,-55.1952329574396,19.1202914309506,-119.674400149017
1600173808.3,-212.793107139498,-192.518282652197,55.7689589716405,-225.458341263322,-226.207899194346,68.6980777771327,-55.2231487776092,19.069553782093,-119.493173948
1600173808.4,-212.780540875803,-192.512295566501,55.691143232645,-225.473328943547,-226.224613423583,68.6618611087957,-55.2495248790679,19.0187203879508,-119.309039084764
1600173808.5,-212.768526664872,-192.506412686858,55.6233800473746,-225.488570048754,-226.241403400757,68.644254913326,-55.2733402443552,18.9643606087019,-119.132798043093
1600173808.6,-212.757141427334,-192.500756651415,55.5682236657735,-225.504030699886,-226.258264490833,68.6565883038076,-55.2970857158313,18.91024297405,-118.956255117521
1600173808.7,-212.746462089493,-192.49545009824,55.5281907536761,-225.519677024979,-226.27519205862,68.7064442045019,-55.3250366743537,18.8594106457693,-118.792929126118
1600173808.8,-212.736565574817,-192.490615665638,55.5057728807562,-225.535475150648,-226.292181469243,68.7864213976093,-55.3491768914287,18.8054603761588,-118.619837778034
1600173808.9,-212.727528808189,-192.486375991521,55.5034527995569,-225.551391202092,-226.309228087589,68.885370789076,-55.3775536114072,18.7551536111682,-118.449874677209
1600173809,-212.719428713079,-192.482853714192,55.5237239634005,-225.567391303092,-226.326327278545,68.9921458929327,-55.4069605737628,18.7028149448853,-118.287413567425
1600173809.1,-212.71232675253,-192.480140260321,55.5678076967816,-225.583441581682,-226.343474407157,69.0956068142598,-55.4373076480111,18.653778694327,-118.131743475817
1600173809.2,-212.706222539394,-192.478202197162,55.631757555129,-225.599508163061,-226.360664838313,69.1846232069284,-55.469057397424,18.6037174487782,-117.977238378945
1600173809.3,-212.701100217593,-192.476974873742,55.7103722935212,-225.615557172428,-226.377893936978,69.2480747312431,-55.503285252998,18.5553621090746,-117.829833373238
1600173809.4,-212.69694393672,-192.476393638928,55.798478668753,-225.631554736398,-226.3951570682,69.2776101270675,-55.5387505563326,18.5048614089471,-117.699825288073
1600173809.5,-212.693737840697,-192.476393841908,55.8909103522537,-225.647466980171,-226.412449596785,69.2759224008304,-55.5726760870674,18.457669916068,-117.5611488765
1600173809.6,-212.69146607628,-192.476910831549,55.9824913372055,-225.663260028945,-226.42976688778,69.248460928251,-55.604806987913,18.40737461677,-117.435302429063
1600173809.7,-212.690112793063,-192.477879956879,56.0680231270318,-225.678900009337,-226.447104306071,69.2006705163376,-55.6388488206676,18.3580608665554,-117.318012796112
1600173809.8,-212.689662132132,-192.479236567004,56.1422757712539,-225.694353046545,-226.464457216626,69.1379921839885,-55.6710893200461,18.3090545505384,-117.211242902734
1600173809.9,-212.690098245916,-192.480916010713,56.1999829859073,-225.709585267186,-226.48182098441,69.0658640524332,-55.7030421225664,18.2589187778686,-117.10790908033
1600173810,-212.691405276918,-192.482853637271,56.2358405583686,-225.724562796458,-226.499190974391,68.9897219026034,-55.7329105845987,18.210703250759,-116.997588043087
1600173810.1,-212.693565948095,-192.484982179436,56.246598578175,-225.739267239835,-226.51656368892,68.914657070834,-55.7614383010759,18.1586788806095,-116.887308426233
1600173810.2,-212.696557274446,-192.487223906467,56.2373519189646,-225.753742115383,-226.533940179887,68.8443887586026,-55.7886046013777,18.1085819496136,-116.779279076328
1600173810.3,-212.700354850001,-192.489498471911,56.2153046045903,-225.76804642286,-226.551322636647,68.7822935832655,-55.8169679682716,18.0577174121014,-116.663418464114
1600173810.4,-212.704934264541,-192.491725528918,56.1876861361024,-225.782239160607,-226.568713248395,68.7317483970103,-55.8466597543601,18.0065925108792,-116.565354142171
1600173810.5,-212.710271110679,-192.49382473127,56.1617555968009,-225.796379326966,-226.586114204327,68.6961306669033,-55.8760468955536,17.9574141760533,-116.462395744754
1600173810.6,-212.716340979613,-192.495715732198,56.1448084139074,-225.81052591744,-226.603527693957,68.6788187883337,-55.903397603428,17.9097166776153,-116.352690509431
1600173810.7,-212.72311946254,-192.497318185087,56.1441860536646,-225.824737934625,-226.620955906321,68.6820867227145,-55.9309430314951,17.8602606884176,-116.24949402345
1600173810.8,-212.730582152073,-192.498551743643,56.1672888211495,-225.839074374026,-226.638401030774,68.7037847645491,-55.959660111899,17.8162100893693,-116.140433639789
1600173810.9,-212.738704637992,-192.499336060936,56.2215913849715,-225.853594235401,-226.655865256592,68.7406588907704,-55.9850250220997,17.7679247924996,-116.035382920716
1600173811,-212.74746251433,-192.49959079067,56.3146618233892,-225.868356517091,-226.673350773129,68.7894572807098,-56.0120252242676,17.7212992622174,-115.93326585163
1600173811.1,-212.756788958939,-192.499288204091,56.4512783700865,-225.88340111101,-226.690858969013,68.8464301232188,-56.0398104604597,17.6755914463303,-115.834390837051
1600173811.2,-212.766447487784,-192.498611062133,56.6246683769174,-225.898691484788,-226.708388030763,68.9058262670323,-56.0685121244042,17.6298448497346,-115.738800282243
1600173811.3,-212.776159196394,-192.497794752559,56.8250983297851,-225.914171999626,-226.725935344173,68.9613881400173,-56.0999540508993,17.5818460751547,-115.660189621369
1600173811.4,-212.785645183136,-192.497074663213,57.0427375644397,-225.929787011055,-226.743498295037,69.0068508664235,-56.1337405229292,17.5370168503416,-115.580311722718
1600173811.5,-212.794626543538,-192.496686181777,57.2676375841692,-225.945480878857,-226.761074269146,69.0359434250898,-56.1664110934521,17.4881785023514,-115.519802394937
1600173811.6,-212.802824374549,-192.496864696015,57.4897168333466,-225.961197959982,-226.778660652374,69.0440032801199,-56.1999108840027,17.4410614928538,-115.464841450353
1600173811.7,-212.809959773116,-192.497845593928,57.6987501381278,-225.976882615631,-226.796254830275,69.0328166879379,-56.2307370540484,17.3923796876031,-115.426587964157
1600173811.8,-212.815753834769,-192.499864263121,57.8843621702918,-225.992479201334,-226.813854188723,69.0057864449762,-56.2621484071419,17.3432659006329,-115.387784875368
1600173811.9,-212.819927655038,-192.503156091593,58.0360241150574,-226.007932076876,-226.83145611367,68.9663196750931,-56.2918801801596,17.295293022037,-115.356539388008
1600173812,-212.822202332288,-192.507956466872,58.1430533345674,-226.023185600621,-226.849057990669,68.917826356365,-56.3242348231685,17.2496179976481,-115.33749308277
1600173812.1,-212.822376614433,-192.514414270462,58.1975236905213,-226.038199930291,-226.866656076227,68.8641504720457,-56.3552623686773,17.2048808062192,-115.31672698434
1600173812.2,-212.820559918487,-192.522332280973,58.2030743381285,-226.052998438037,-226.884242107714,68.8108644313905,-56.3869536770733,17.1608490974584,-115.297175908358
1600173812.3,-212.816939356389,-192.531426731543,58.1663311543214,-226.067620303874,-226.901806692813,68.7632921698884,-56.4169358502071,17.1161386404458,-115.272639316242
1600173812.4,-212.811702031573,-192.541413855309,58.0940368509427,-226.0821047064,-226.919340439052,68.7240487910342,-56.4439142983056,17.0722306297404,-115.252885380387
1600173812.5,-212.805035051724,-192.552009885567,57.9930662933198,-226.096490825628,-226.936833953798,68.6950690701393,-56.4718738847131,17.0284392282812,-115.235027242859
1600173812.6,-212.79712552453,-192.562931055535,57.8704333609336,-226.110817842992,-226.954277844656,68.6782857177683,-56.501353665058,16.9846420062982,-115.227367333512
1600173812.7,-212.78816055484,-192.573893598588,57.733288929195,-226.125124937089,-226.971662719231,68.6756322889352,-56.5299609710811,16.9426689761124,-115.214917897728
1600173812.8,-212.77832725176,-192.584613747785,57.5889095377068,-226.139451285097,-226.988979184971,68.6882285344146,-56.5577899338035,16.8989059517204,-115.197945601846
1600173812.9,-212.767812718721,-192.594807736422,57.444676074255,-226.153836071286,-227.006217849401,68.7139261540091,-56.58647675563,16.8563517841229,-115.175360798178
1600173813,-212.756804066247,-192.604191797875,57.3080430200197,-226.168318471416,-227.023369320048,68.7497600642346,-56.6173634711931,16.8125738575137,-115.147564267157
1600173813.1,-212.745481724063,-192.612545502245,57.1854585155726,-226.182927330192,-227.040429118816,68.792437497627,-56.6480548652776,16.7690338461894,-115.119038492841
1600173813.2,-212.733999432745,-192.619901784234,57.0791785679447,-226.197650143987,-227.057412426713,68.8373566520148,-56.6778913315268,16.7235448377928,-115.087818817153
1600173813.3,-212.722504250651,-192.626356923448,56.9903292755507,-226.212464069611,-227.074339339836,68.8795825905309,-56.7083721663573,16.6808642637861,-115.048521631068
1600173813.4,-212.711143241814,-192.632007199016,56.9199526671694,-226.227346263872,-227.091229954446,68.9141736249048,-56.7387627643437,16.6363594484479,-115.010875232549
1600173813.5,-212.700063467431,-192.63694889062,56.8690232316575,-226.242273882162,-227.108104366959,68.9361841488355,-56.7669254960369,16.5912188899569,-114.972713625752
1600173813.6,-212.689411991533,-192.641278277788,56.8384667831979,-226.257224085543,-227.124982673396,68.9406695621221,-56.7968936481483,16.5467505330873,-114.935882819972
1600173813.7,-212.679335876735,-192.645091639884,56.8291815630851,-226.272174027989,-227.141884970014,68.9243423476719,-56.8269703068349,16.5048599841746,-114.903245326799
1600173813.8,-212.669982181396,-192.648485256355,56.8420608922129,-226.287100867727,-227.158831353152,68.8905249783136,-56.8562368774462,16.460735990389,-114.867654319552
1600173813.9,-212.661497972385,-192.651555406885,56.8780177955326,-226.301981761565,-227.175841918989,68.8441911793166,-56.8857963877316,16.4172852378109,-114.834349183242
1600173814,-212.654030309479,-192.654398370683,56.9380111485112,-226.316793867732,-227.192936763783,68.7903085832469,-56.9146507059653,16.3735049929309,-114.799892316705
1600173814.1,-212.64767530057,-192.657106786736,57.0220558270537,-226.331522169679,-227.210130041734,68.7341035447237,-56.9438455831622,16.3306190364318,-114.766274955759
1600173814.2,-212.642325199198,-192.659758727841,57.1261668074877,-226.346182956014,-227.227412133338,68.6818693085206,-56.970440079027,16.2866171268662,-114.734234737395
1600173814.3,-212.637821285744,-192.662428625147,57.2453595052143,-226.360800347661,-227.244767474568,68.6401601808191,-56.9984965121689,16.2439316477686,-114.70850868377
1600173814.4,-212.634004834917,-192.665190909324,57.3746314769534,-226.375398464124,-227.262180501242,68.6142455086915,-57.026667389584,16.2024336490141,-114.682423320564
1600173814.5,-212.630717128517,-192.668120011204,57.5089381456602,-226.390001426327,-227.279635649177,68.6042694329393,-57.0569090927361,16.1629289320681,-114.648720129489
1600173814.6,-212.627799444087,-192.671290361855,57.6431758815474,-226.404633355194,-227.297117354109,68.6091021170353,-57.0855421689644,16.1226571191906,-114.610034911858
1600173814.7,-212.625093057756,-192.674776391871,57.7721730764272,-226.41931837023,-227.314610052094,68.6276187927067,-57.1161497446481,16.0817261380987,-114.587160248604
1600173814.8,-212.622439251323,-192.678652532319,57.8906892393115,-226.434080590941,-227.332098178788,68.6586965486967,-57.1474874629112,16.0424754627245,-114.556697454288
1600173814.9,-212.619679302332,-192.682993214032,57.9934215952108,-226.448944136831,-227.349566170169,68.7012108525632,-57.1784084418426,16.0025369666132,-114.531180379751
1600173815,-212.616654488329,-192.687872867759,58.0750201415992,-226.463933127406,-227.366998461972,68.7540327541283,-57.2118371331741,15.964171422593,-114.506114293321
1600173815.1,-212.613239105111,-192.693333866244,58.1312326305368,-226.479060073383,-227.38438501365,68.8156604752257,-57.2424437487857,15.9217012815179,-114.486212558333
1600173815.2,-212.609439521488,-192.699290344318,58.162308621839,-226.494291020546,-227.401737880783,68.8821014805095,-57.2757433224831,15.8815285433634,-114.454509467869
1600173815.3,-212.605295128774,-192.705624376107,58.1696623131256,-226.509580407307,-227.419074642903,68.9449252720024,-57.3072537303348,15.8401774701442,-114.425037390258
1600173815.4,-212.600845311196,-192.712218035895,58.1547467581091,-226.524882669244,-227.436412879861,68.9946861259325,-57.3364627264048,15.7978432544076,-114.392920361173
1600173815.5,-212.596129461486,-192.718953397884,58.1190469562279,-226.540152241934,-227.453770171427,69.0219419930516,-57.3676140261911,15.7565240086721,-114.348383297045
1600173815.6,-212.591186965289,-192.7257125362,58.0640727629658,-226.555343559535,-227.471164097531,69.0172523460021,-57.3977454104017,15.7143593226437,-114.29684194835
1600173815.7,-212.58605721392,-192.732377525048,57.9913528654236,-226.570411059044,-227.488612237625,68.9745086993163,-57.4246052676233,15.6729261779211,-114.243679086518
1600173815.8,-212.580779594441,-192.73883043863,57.9024287844273,-226.585309176036,-227.50613217172,68.9009410769091,-57.4514225356526,15.631070998674,-114.189636488989
1600173815.9,-212.575393495331,-192.744953351151,57.7988495285318,-226.599992346088,-227.523741479507,68.8071213262865,-57.4755173811699,15.5897368395285,-114.125712446006
1600173816,-212.569938307907,-192.750628336895,57.6821666912669,-226.614415004779,-227.541457740755,68.7036334187853,-57.5036739865541,15.5495101416433,-114.067114088012
