TimeOfDay,V1x,V1y,V1Heading,V2x,V2y,V2Heading,V3x,V3y,V3Heading
13:03:45.000,-129.976203689245,-72.0715597691317,53.2930938399099,0.973231775467477,-20.7192221987777,160.277495489846,-106.537183204955,-61.7388247126389,54.1537114939208
13:03:45.100,-129.815211561577,-71.8129566070292,53.3091025688563,0.727187365730656,-20.6375533204386,160.23339101749,-106.488094595783,-61.675250216844,54.1053235233603
13:03:45.200,-129.654537844564,-71.5550672433319,53.3201903772839,0.481105796810031,-20.5560002593517,160.199393122556,-106.438985249339,-61.6126667740586,54.0537037395494
13:03:45.300,-129.493853627737,-71.2978706304679,53.325763243329,0.235008315085473,-20.4745423912893,160.174937620131,-106.393597374661,-61.5479433697753,54.0020090969206
13:03:45.400,-129.332829994958,-71.0413457213417,53.325212730522,-0.0110838330631479,-20.3931590917059,160.159439402058,-106.346859444423,-61.4866324918582,53.9614337241864
13:03:45.500,-129.171138034341,-70.7854714682227,53.3179159618707,-0.257149395583452,-20.3118297362149,160.152293883726,-106.302167519863,-61.425503890011,53.9297006773565
13:03:45.600,-129.008448832582,-70.5302268240153,53.3032360624418,-0.50316712609557,-20.2305337005091,160.152878443805,-106.258709445274,-61.3604141779763,53.9019720016753
13:03:45.700,-128.844433472122,-70.2755907409888,53.2805228042683,-0.749115775383376,-20.1492503602812,160.160553903486,-106.211794806476,-61.3006128982787,53.8848493245689
13:03:45.800,-128.678763043914,-70.0215421719684,53.2491139005009,-0.994974095648873,-20.067959090986,160.17466604255,-106.160346328907,-61.2385889981533,53.8509456438183
13:03:45.900,-128.511108631816,-69.768060069541,53.2083365550795,-1.24072083909406,-19.9866392683162,160.194547132702,-106.113268863594,-61.1776325195023,53.8349164510948
13:03:46.000,-128.341141321107,-69.5151233860553,53.1575096524715,-1.48633475650282,-19.9052702678852,160.219517444591,-106.066116539607,-61.1166839229246,53.8207881938052
13:03:46.100,-128.168637548308,-69.2626963165944,53.0971297105851,-1.73179460149528,-19.8238314653857,160.248886897597,-106.021623629328,-61.0554484319145,53.820908226226
13:03:46.200,-127.993795173345,-69.0106840205105,53.0324441594652,-1.97707912343718,-19.7423022362725,160.281956474547,-105.973769119719,-60.9935137678322,53.8142902570162
13:03:46.300,-127.816917418731,-68.7589768969527,52.9699404681623,-2.22216707594866,-19.6606619563176,160.318019973274,-105.926057955813,-60.9313469203191,53.8073288131896
13:03:46.400,-127.638307512653,-68.5074653449911,52.9161720372723,-2.46703720981358,-19.5788900010551,160.356365325416,-105.877009254155,-60.8703072172211,53.8096738118779
13:03:46.500,-127.458268681878,-68.2560397639338,52.8777613350213,-2.71166827439771,-19.4969657460983,160.396276297231,-105.830958977991,-60.8080669078929,53.8101434635295
13:03:46.600,-127.277104150337,-68.0045905528505,52.8614018532245,-2.95603902615742,-19.4148685671401,160.437033937464,-105.782257733067,-60.7441678703728,53.8092337947079
13:03:46.700,-127.095117143381,-67.7530081108113,52.8738590548064,-3.20012821445846,-19.3325778396351,160.477917943312,-105.733056448026,-60.6810299061541,53.8353890993599
13:03:46.800,-126.912610887778,-67.5011828371242,52.9219698964512,-3.4439145900847,-19.2500729395142,160.518184198268,-105.682328973207,-60.6173733209949,53.8573673818146
13:03:46.900,-126.729888608877,-67.2490051307798,53.0126407474793,-3.68737690665628,-19.1673332420732,160.556997318017,-105.631303712974,-60.5532201764922,53.8710967417155
13:03:47.000,-126.547253532029,-66.9963653911654,53.152843025294,-3.93049391353895,-19.0843381230844,160.593509074072,-105.579927250733,-60.4878547993978,53.8893858473038
13:03:47.100,-126.364923135528,-66.7431944147527,53.3469384135153,-4.17326153787173,-19.001076883923,160.62730824906,-105.525675401122,-60.4195108668098,53.8929634296149
13:03:47.200,-126.182771820115,-66.4895846252468,53.5886116752689,-4.41574439803303,-18.9175785286151,160.65969250553,-105.4736519808,-60.3529441282452,53.9124334353252
