TimeOfDay,V1x,V1y,V1Heading,V2x,V2y,V2Heading,V3x,V3y,V3Heading
12:43:28.000,-212.084091179062,-192.94727691036,56.8798147463254,-225.415237496439,-226.158257344506,68.8083420711641,-55.1347579620471,19.2182486550886,-120.026422267168
12:43:28.100,-212.080325566672,-192.948357421285,56.8656529056313,-225.429261664257,-226.174716519734,68.781039570553,-55.1667454576282,19.1709705294185,-119.847184693867
12:43:28.200,-212.078967749703,-192.949221382104,56.8809082239764,-225.443640878624,-226.191265348078,68.7415780813413,-55.1952329574396,19.1202914309506,-119.674400149017
12:43:28.300,-212.079740065964,-192.949894856774,56.9209820987502,-225.458341263322,-226.207899194346,68.6980777771327,-55.2231487776092,19.069553782093,-119.493173948
12:43:28.400,-212.082364851845,-192.950403909171,56.9813096126687,-225.473328943547,-226.224613423583,68.6618611087957,-55.2495248790679,19.0187203879508,-119.309039084764
12:43:28.500,-212.086564446573,-192.950774603332,57.0573325251206,-225.488570048754,-226.241403400757,68.644254913326,-55.2733402443552,18.9643606087019,-119.132798043093
12:43:28.600,-212.092061185121,-192.951033003053,57.1444777839754,-225.504030699886,-226.258264490833,68.6565883038076,-55.2970857158313,18.91024297405,-118.956255117521
12:43:28.700,-212.098577406717,-192.951205172291,57.2381414066811,-225.519677024979,-226.27519205862,68.7064442045019,-55.3250366743537,18.8594106457693,-118.792929126118
12:43:28.800,-212.105835449168,-192.951317175081,57.3336776029489,-225.535475150648,-226.292181469243,68.7864213976093,-55.3491768914287,18.8054603761588,-118.619837778034
12:43:28.900,-212.113557647448,-192.951395075141,57.426393424417,-225.551391202092,-226.309228087589,68.885370789076,-55.3775536114072,18.7551536111682,-118.449874677209
12:43:29.000,-212.121466342201,-192.951464936588,57.511548810808,-225.567391303092,-226.326327278545,68.9921458929327,-55.4069605737628,18.7028149448853,-118.287413567425
12:43:29.100,-212.129302323907,-192.951559381358,57.5851471522497,-225.583441581682,-226.343474407157,69.0956068142598,-55.4373076480111,18.653778694327,-118.131743475817
12:43:29.200,-212.136880223502,-192.951737266255,57.6463123552032,-225.599508163061,-226.360664838313,69.1846232069284,-55.469057397424,18.6037174487782,-117.977238378945
12:43:29.300,-212.144033128848,-192.952064007575,57.6949597521283,-225.615557172428,-226.377893936978,69.2480747312431,-55.503285252998,18.5553621090746,-117.829833373238
